Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	stationaryDist[1]	stationaryDist[2]	tree_length
9720	-2386.326	-2456.687	70.36026	0.0550945	0.0869359	0.0285632	0.0381848	0.0423704	0.139597	0.0192261	0.00638368	0.0530238	0.00232343	0.0645758	0.00693958	0.017617	0.0287586	0.00335184	0.00941829	0.0106709	0.0398011	0.0128382	0.0204663	0.0312231	0.0107264	0.00814685	0.039606	0.0284744	0.00112147	0.00498891	0.0152255	0.0664353	0.011905	0.126814	0.00330818	0.00567448	0.0269493	0.00288602	0.00090629	0.00994803	0.0117552	0.0185273	0.0250515	0.0891193	0.00115139	0.0135186	0.0371441	0.0640915	0.124866	0.0138504	0.00881973	0.0245226	0.034105	0.0459779	0.8568947	1.143105	0.0917347	0.311907	0.695257	1.43832	3.20608	10.901	1.727306	1.334009	0.0345858	0.0545744	0.0179307	0.0239707	0.0265982	0.0876328	0.0120693	0.00400738	0.0332859	0.00145854	0.0405377	0.00435635	0.0110591	0.0180533	0.00210413	0.00591237	0.00669867	0.0249853	0.00805921	0.0128478	0.0196004	0.00673355	0.00511421	0.0248628	0.0178749	0.000704004	0.00313181	0.00955784	0.0417051	0.00747342	0.0796081	0.00207673	0.00356218	0.0169175	0.00181171	0.000568927	0.00624492	0.00737936	0.0116306	0.0157262	0.055945	0.000722787	0.00848635	0.0233174	0.0402337	0.0783851	0.00869464	0.00553662	0.0153942	0.0214096	0.0288628	0.571553	0.428447	1.592981
9756	-2374.18	-2444.239	70.05909	0.143646	0.138635	0.0348889	0.0358488	0.0875284	0.112627	0.0727879	0.0220734	0.0449859	0.054436	0.0604593	0.0855519	0.028339	0.035955	0.00738869	0.0409292	0.0121669	0.0617805	0.0693283	0.0255948	0.0202571	0.0154013	0.0100477	0.0242153	0.0239583	0.0101047	0.00279577	0.0377064	0.00778057	0.00683041	0.0676639	0.048021	0.000702203	0.0272892	0.0127052	0.0206539	0.00230264	0.016508	0.0271171	0.201544	0.00162404	0.0244568	0.0421423	0.00826351	0.012418	0.0037301	0.197484	0.0106817	0.00203443	0.0251323	0.0792322	0.9322869	1.067713	0.154424	0.4021	0.752592	1.32874	2.48694	6.47569	1.350732	1.145262	0.0663261	0.0640122	0.0161094	0.0165526	0.0404147	0.0520035	0.0336086	0.010192	0.0207715	0.0251349	0.0279161	0.0395021	0.013085	0.0166016	0.0034116	0.0188984	0.00561785	0.0285261	0.0320112	0.011818	0.00935336	0.0071113	0.00463937	0.011181	0.0110624	0.00466569	0.0012909	0.0174103	0.00359254	0.00315383	0.0312427	0.0221729	0.00032423	0.0126003	0.00586641	0.00953657	0.00106321	0.00762229	0.0125209	0.0930594	0.000749874	0.0112925	0.0194585	0.00381553	0.00573381	0.00172231	0.0911848	0.0049321	0.000939361	0.0116044	0.0365841	0.533857	0.466143	2.165755
9792	-2367.021	-2435.523	68.50223	0.267168	0.106105	0.0900718	0.0698612	0.0864621	0.185277	0.094279	0.0584825	0.104045	0.0279049	0.0666584	0.20616	0.0400385	0.0443772	0.0233418	0.0252829	0.018138	0.115267	0.0303776	0.0313548	0.0360815	0.0334416	0.0182691	0.000954733	0.0343238	0.00682875	0.00480124	0.0424179	0.00369504	0.0749472	0.0803266	0.0675809	0.00160457	0.0263516	0.0247375	0.0576352	0.0218642	0.0242719	0.00660645	0.315879	0.0215534	0.0516354	0.0256149	0.0197122	0.0226013	0.000501262	0.271985	0.0231858	0.0139214	0.0298465	0.0451454	0.9415169	1.058483	0.140593	0.384114	0.741923	1.34785	2.6034	7.11273	1.418579	1.124232	0.0862117	0.0342386	0.0290651	0.0225433	0.0279002	0.0597866	0.0304227	0.0188716	0.033574	0.00900457	0.0215098	0.0665252	0.0129199	0.01432	0.00753211	0.00815849	0.0058529	0.0371951	0.00980247	0.0101178	0.011643	0.0107912	0.0058952	0.00030808	0.0110759	0.00220355	0.0015493	0.0136877	0.00119234	0.0241845	0.0259204	0.0218075	0.000517774	0.00850333	0.00798248	0.0185982	0.00705532	0.00783223	0.00213182	0.10193	0.00695502	0.0166621	0.00826561	0.00636088	0.00729315	0.000161751	0.0877662	0.00748178	0.00449226	0.0096311	0.0145679	0.529242	0.470758	3.098973
9828	-2380.331	-2450.089	69.75803	0.224773	0.115587	0.039352	0.0376396	0.0609031	0.123864	0.0348637	0.0647009	0.0736065	0.0188659	0.0489237	0.0763225	0.00803625	0.0171799	0.00747855	0.00963397	0.0177444	0.0854862	0.0766785	0.0545562	0.0290846	0.0157325	0.01249	0.00361986	0.00759335	0.000375165	0.00256304	0.0658919	0.0029829	0.0164769	0.0583605	0.00851761	0.0240766	0.0642902	0.0228595	0.00895982	0.0176827	0.017133	0.00625356	0.190095	0.00185837	0.02832	0.00859517	0.00705228	0.0568704	0.000823552	0.294162	0.0131401	0.0239397	0.013364	0.128677	0.9896247	1.010375	0.128225	0.367245	0.731601	1.36686	2.72297	7.79878	1.48516	1.020968	0.0957281	0.0492271	0.0167595	0.0160302	0.0259378	0.0527523	0.014848	0.0275553	0.0313481	0.00803475	0.020836	0.0325048	0.00342254	0.0073167	0.00318502	0.00410299	0.00755714	0.0364075	0.0326564	0.0232348	0.0123867	0.00670026	0.00531935	0.00154165	0.00323391	0.000159778	0.00109157	0.0280625	0.00127038	0.00701732	0.024855	0.00362754	0.0102539	0.0273804	0.00973556	0.00381587	0.00753085	0.00729675	0.00266331	0.0809592	0.000791458	0.0120612	0.00366058	0.00300348	0.0242204	0.000350741	0.12528	0.00559622	0.0101956	0.00569156	0.0548019	0.505188	0.494812	2.348038
9864	-2374.212	-2444.384	70.17229	0.230276	0.0527582	0.0861568	0.0713258	0.0808888	0.109088	0.0663071	0.0641778	0.0604972	0.0453409	0.0453291	0.198144	0.0364127	0.0300381	0.00419756	0.0443011	0.0294939	0.0518182	0.0325174	0.0448429	0.030248	0.033506	0.0256172	0.00280513	0.0114199	0.0111899	0.00946183	0.0263874	0.0112019	0.0768935	0.00158647	0.0209719	0.00896576	0.0369933	0.00715094	0.0100203	0.0160389	0.013004	0.0238719	0.150774	0.00326005	0.0104012	0.0445452	0.0046988	0.0433395	0.00711426	0.223398	0.0173119	0.0466146	0.00388567	0.0429191	1.108489	0.8915107	0.168992	0.420173	0.762986	1.31064	2.37997	5.91745	1.285548	0.8042574	0.0975949	0.0223598	0.0365147	0.0302291	0.0342821	0.0462334	0.0281021	0.0271997	0.0256397	0.0192163	0.0192113	0.0839767	0.0154323	0.0127306	0.001779	0.0187756	0.0125	0.0219614	0.0137814	0.0190052	0.0128196	0.0142004	0.010857	0.00118886	0.00483993	0.00474249	0.00401008	0.0111834	0.00474756	0.0325888	0.000672372	0.00888824	0.00379984	0.0156784	0.00303069	0.0042468	0.00679757	0.00551131	0.0101173	0.0639008	0.00138166	0.00440822	0.018879	0.00199143	0.018368	0.00301515	0.0946799	0.00733707	0.0197561	0.00164681	0.0181898	0.445755	0.554245	2.359508
9900	-2370.529	-2440.425	69.8953	0.109532	0.109684	0.0541365	0.0234953	0.0895439	0.105395	0.0870921	0.0418242	0.0366961	0.029201	0.0473426	0.136873	0.0180897	0.0265123	0.00502911	0.0355689	0.0218614	0.0588204	0.0421781	0.0194339	0.03917	0.030371	0.0193778	0.00299975	0.0150369	0.00684844	0.0119737	0.00547079	0.0223977	0.0275454	0.00545671	0.0496226	0.0349241	0.0167365	0.0131827	0.016127	0.00406059	0.0198036	0.00540346	0.135941	0.00467464	0.0105096	0.100794	0.00976905	0.040274	0.00573517	0.301594	0.019602	0.0236449	0.00396671	0.0611122	0.7932438	1.206756	0.186056	0.440355	0.774236	1.2916	2.27089	5.37473	1.215991	1.521293	0.0506521	0.0507226	0.025035	0.0108652	0.0414088	0.0487391	0.040275	0.0193412	0.0169698	0.0135037	0.0218932	0.0632955	0.00836543	0.0122604	0.00232567	0.0164485	0.0101096	0.027201	0.0195049	0.00898703	0.0181138	0.0140448	0.0089611	0.00138721	0.0069537	0.003167	0.00553713	0.00252992	0.0103576	0.0127381	0.00252341	0.0229475	0.0161503	0.00773967	0.00609623	0.00745781	0.00187778	0.00915803	0.00249878	0.0628648	0.00216175	0.00486007	0.0466115	0.00451761	0.0186244	0.00265218	0.13947	0.00906476	0.0109344	0.00183437	0.0282608	0.603378	0.396622	2.162436
9936	-2360.474	-2429.462	68.98788	0.208921	0.155124	0.0492359	0.0297644	0.0930326	0.182647	0.121427	0.0290049	0.0784116	0.0374658	0.0792894	0.189808	0.0363691	0.0229602	0.00853208	0.0191043	0.0173575	0.0712184	0.0534309	0.0412584	0.0175912	0.0162699	0.00667743	0.0738648	0.0180571	0.03104	0.00734707	0.0553096	0.0111996	0.0343924	0.0381461	0.027743	0.0447509	0.0175398	0.00590686	0.0320886	0.00277748	0.0131147	0.0201484	0.180572	0.0039777	0.0217236	0.0529873	0.0288065	0.0468102	0.0159035	0.218096	0.0234908	0.0270722	0.00152925	0.0648352	0.8547446	1.145255	0.137545	0.38003	0.739453	1.35235	2.63137	7.27034	1.434426	1.33988	0.0778356	0.0577929	0.0183433	0.011089	0.0346602	0.0680469	0.0452388	0.0108061	0.029213	0.0139583	0.0295401	0.0707148	0.0135497	0.00855407	0.00317871	0.00711748	0.0064667	0.0265331	0.0199062	0.0153712	0.00655377	0.0060615	0.00248774	0.0275191	0.00672737	0.0115643	0.00273723	0.0206061	0.00417251	0.0128132	0.0142117	0.0103359	0.0166724	0.00653462	0.00220066	0.0119549	0.00103478	0.00488601	0.0075065	0.0672741	0.00148193	0.00809335	0.019741	0.0107321	0.0174396	0.00592502	0.0812539	0.00875173	0.010086	0.000569738	0.024155	0.572628	0.427372	2.684132
9972	-2371.38	-2441.242	69.86234	0.100709	0.147326	0.0167483	0.0331842	0.0682965	0.0531604	0.0534361	0.0236959	0.0676819	0.0391757	0.0717382	0.0974765	0.0230655	0.0144613	0.00414698	0.0335218	0.00950246	0.0473188	0.026726	0.0307541	0.0102001	0.0308264	0.0225432	0.00331952	0.0246524	0.00951932	0.00329626	0.0526114	0.0114581	0.0144718	0.00961384	0.0185684	0.0388451	0.0212775	0.0199751	0.0190045	0.0145681	0.0153283	0.00578153	0.180176	0.00670465	0.0194689	0.0383322	0.00355362	0.0278301	0.00704714	0.236571	0.0150561	0.00506025	0.000102456	0.0263581	0.7639046	1.236095	0.107351	0.33676	0.712087	1.40432	2.96947	9.31527	1.61364	1.618128	0.053733	0.0786052	0.00893604	0.0177053	0.0364394	0.0283636	0.0285107	0.0126429	0.0361115	0.0209021	0.0382758	0.0520084	0.0123066	0.00771577	0.00221261	0.0178855	0.00507001	0.0252469	0.0142596	0.0164088	0.00544223	0.0164473	0.0120279	0.00177112	0.0131532	0.00507901	0.00175871	0.0280707	0.00611344	0.00772139	0.00512944	0.00990715	0.0207257	0.0113526	0.0106576	0.0101398	0.00777278	0.00817839	0.00308472	0.0961327	0.00357725	0.0103876	0.0204521	0.00189603	0.0148487	0.00375998	0.126222	0.00803313	0.00269989	5.46652e-05	0.0140633	0.618048	0.381952	1.874247
10008	-2376.043	-2445.772	69.72974	0.117322	0.137544	0.0425569	0.0568646	0.103167	0.105578	0.0552446	0.00549866	0.0365254	0.0311443	0.0604227	0.0688904	0.0388844	0.0410269	0.0188146	0.00901244	0.0115334	0.0848622	0.0422547	0.0482982	0.0160116	0.016374	0.0124779	0.00159689	0.0208018	0.00595777	0.0099807	0.0536553	0.00762601	0.0694848	0.0181825	0.0325902	0.0392297	0.0435974	0.00652255	0.0153407	0.022268	0.0133365	0.00514103	0.246622	0.015246	0.0334863	0.0465795	0.0356608	0.0594833	0.0315338	0.212354	0.0178355	0.0069817	0.00652765	0.0679948	0.8617208	1.138279	0.16284	0.412642	0.758693	1.31806	2.42341	6.141	1.312361	1.320937	0.0508785	0.0596482	0.0184555	0.0246602	0.0447398	0.0457854	0.0239577	0.00238458	0.0158398	0.0135062	0.0262032	0.0298754	0.0168628	0.017792	0.00815923	0.00390838	0.00500162	0.0368018	0.0183244	0.0209452	0.00694369	0.00710082	0.00541121	0.000692516	0.00902101	0.00258368	0.00432828	0.0232685	0.00330714	0.0301331	0.00788513	0.0141332	0.0170126	0.0189067	0.0028286	0.00665275	0.00965686	0.00578358	0.00222949	0.106951	0.00661164	0.0145219	0.0201999	0.0154649	0.0257959	0.0136751	0.0920904	0.00773465	0.00302772	0.00283081	0.029487	0.56914	0.43086	2.305925
10044	-2357.875	-2428.52	70.64474	0.0541673	0.0398792	0.00608838	0.0422375	0.0494336	0.0687996	0.0589749	0.00715716	0.0294439	0.0172801	0.0298269	0.0498297	0.00919106	0.0122145	0.00225704	0.0199904	0.00574835	0.0767846	0.0213909	0.0150473	0.0145244	0.00822141	0.00486084	0.00365686	0.00798685	0.00252344	0.00379609	0.00814244	0.00302303	0.025366	0.0210703	0.00837176	0.0113577	0.0152692	0.00375131	0.00999514	0.0322696	0.0112565	0.000960739	0.13972	0.00815548	0.0134335	0.029099	0.0206524	0.0218762	0.00255285	0.147419	0.0124161	0.00175355	0.000615897	0.00994632	0.8360048	1.163995	0.0746649	0.282108	0.673814	1.48409	3.54474	13.3932	1.87618	1.392331	0.0444072	0.0326936	0.00499135	0.034627	0.0405264	0.056403	0.0483486	0.00586755	0.0241386	0.0141665	0.0244526	0.0408512	0.00753498	0.0100136	0.00185036	0.0163885	0.00471259	0.0629493	0.0175366	0.012336	0.0119073	0.00674004	0.00398499	0.00299795	0.00654775	0.00206876	0.0031121	0.0066753	0.00247833	0.0207955	0.0172737	0.00686331	0.00931119	0.0125179	0.00307538	0.00819418	0.0264551	0.00922826	0.000787629	0.114545	0.00668599	0.011013	0.0238558	0.0169312	0.0179344	0.00209286	0.120856	0.0101789	0.00143759	0.000504922	0.00815416	0.581998	0.418002	1.219786
10080	-2378.445	-2449.223	70.77832	0.034746	0.0300614	0.00323547	0.0489815	0.056179	0.0551709	0.0370662	0.0217654	0.0464561	0.00884639	0.0253055	0.0395117	0.00944415	0.0129731	0.000260707	0.00889635	0.00752482	0.0800624	0.0162569	0.00830687	0.0146758	0.0132828	0.00569337	0.0120363	0.010441	0.00725187	0.00137128	0.0027076	0.00358102	0.0112991	0.0282653	0.0216616	0.00462879	0.0126792	0.0111379	0.0182271	0.0216037	0.0086647	0.000567053	0.118089	0.00928683	0.0130257	0.0521319	0.0201337	0.0182619	0.0114783	0.0995705	0.00479602	0.00330691	0.00130716	0.0163862	0.8207365	1.179264	0.0814722	0.294372	0.682819	1.46452	3.39706	12.2741	1.813091	1.436836	0.0307868	0.026636	0.0028668	0.0434002	0.0497775	0.0488844	0.0328426	0.0192853	0.0411625	0.00783837	0.022422	0.0350095	0.00836802	0.0114948	0.000231	0.00788264	0.00666739	0.0709395	0.0144045	0.00736033	0.0130035	0.0117692	0.00504463	0.0106648	0.00925127	0.00642554	0.00121503	0.00239908	0.00317298	0.0100116	0.0250446	0.0191934	0.00410135	0.0112344	0.00986874	0.0161502	0.019142	0.00767739	0.00050244	0.104633	0.00822863	0.0115414	0.0461917	0.0178395	0.016181	0.0101704	0.0882248	0.00424953	0.0029301	0.00115822	0.0145191	0.589632	0.410368	1.1286
10116	-2370.571	-2440.996	70.42441	0.114031	0.108373	0.022095	0.0142415	0.0709906	0.13212	0.0425139	0.0228789	0.0452769	0.0487059	0.051024	0.08097	0.0238752	0.0132984	0.00596248	0.030721	0.00957583	0.106587	0.0267552	0.00839181	0.0440604	0.0193472	0.0170708	0.0121381	0.00742404	0.0199593	0.0053972	0.00743211	0.010931	0.0189384	0.169086	0.00477044	0.0148052	0.0572384	0.00953218	0.000688554	0.0390071	0.0237191	0.00228846	0.0385847	0.0440068	0.0197805	0.0117808	0.0151859	0.035906	0.14218	0.0139306	0.00262575	0.022719	0.0249366	0.00635936	0.9432138	1.056786	0.126278	0.364515	0.7299	1.37005	2.74337	7.91903	1.496224	1.12041	0.0619662	0.0588915	0.0120067	0.00773903	0.0385773	0.0717957	0.0231026	0.0124327	0.0246041	0.0264675	0.0277271	0.0440002	0.0129741	0.00722651	0.00324009	0.0166942	0.00520364	0.057921	0.0145391	0.00456023	0.023943	0.0105135	0.0092765	0.00659602	0.00403433	0.0108462	0.00293292	0.00403871	0.00594007	0.0102914	0.0918836	0.00259232	0.00804534	0.0311041	0.00517992	0.00037417	0.021197	0.0128893	0.00124358	0.0209674	0.0239139	0.010749	0.00640183	0.00825223	0.0195118	0.0772626	0.00757006	0.00142687	0.0123458	0.0135509	0.00345576	0.528393	0.471607	1.840218
10152	-2364.218	-2434.545	70.32686	0.0813175	0.0695136	0.00944056	0.0351389	0.044654	0.0984453	0.0606829	0.0069024	0.051451	0.0352239	0.0242315	0.0880769	0.0108225	0.0221419	0.00471222	0.0164154	0.0112245	0.053753	0.0284428	0.007797	0.0200069	0.0100774	0.0100728	0.0265867	0.00653796	0.00933679	0.00388431	0.00617136	0.0311913	0.0120636	0.121834	0.00704004	0.018485	0.0178863	0.00979968	0.000947993	0.0486018	0.00990655	0.00538823	0.0154715	0.023527	0.00796338	0.0142567	0.00529991	0.0123079	0.11695	0.0226226	0.00355688	0.0177831	0.0180015	0.0103414	0.7285693	1.271431	0.0933077	0.314504	0.697057	1.4346	3.17961	10.7172	1.715013	1.745106	0.0579065	0.049501	0.00672267	0.0250225	0.0317983	0.0701033	0.0432126	0.00491523	0.0366385	0.0250831	0.0172554	0.06272	0.00770672	0.0157673	0.00335559	0.0116895	0.007993	0.0382778	0.0202543	0.00555228	0.014247	0.00717614	0.00717287	0.0189325	0.00465571	0.00664877	0.00276603	0.00439466	0.0222114	0.00859052	0.0867585	0.00501324	0.0131633	0.0127369	0.00697839	0.00067507	0.0346096	0.0070545	0.00383698	0.0110173	0.0167537	0.00567076	0.0101523	0.00377409	0.00876453	0.0832805	0.0161096	0.00253287	0.0126634	0.012819	0.00736419	0.635715	0.364285	1.404288
10188	-2361.509	-2432.041	70.53158	0.0755596	0.0672241	0.0216507	0.0460591	0.0421546	0.072876	0.00813794	0.0116833	0.0293026	0.016053	0.0491181	0.0893295	0.0193389	0.010706	0.00209601	0.0163061	0.0145869	0.0684533	0.0215603	0.0146507	0.0232601	0.0156616	0.0146008	0.0120712	0.0126684	0.0115446	0.00276009	0.00702502	0.0271775	0.019101	0.133305	0.0160815	0.00480323	0.0594876	0.000596991	0.00187238	0.0407448	0.018768	0.00526664	0.0117709	0.0255379	0.00252308	0.00767269	0.000291972	0.0105871	0.193961	0.00772083	0.00946709	0.0324371	0.0213985	0.0171616	0.8135646	1.186435	0.104545	0.33244	0.709224	1.40999	3.00807	9.56521	1.632786	1.458317	0.0516057	0.0459127	0.014787	0.0314574	0.0287907	0.0497728	0.00555804	0.00797944	0.020013	0.0109638	0.0335467	0.0610102	0.0132081	0.00731196	0.00143153	0.0111367	0.00996256	0.0467522	0.0147253	0.0100061	0.0158862	0.0106966	0.00997201	0.00824439	0.00865226	0.0078847	0.00188509	0.00479794	0.0185617	0.0130456	0.0910448	0.0109833	0.00328051	0.0406288	0.000407733	0.0012788	0.0278279	0.0128182	0.00359701	0.00803926	0.0174418	0.00172321	0.00524029	0.000199411	0.00723077	0.132471	0.00527317	0.00646583	0.0221539	0.0146147	0.011721	0.593218	0.406782	1.464173
10224	-2371.691	-2442.566	70.87561	0.0675859	0.0739634	0.0201784	0.0255213	0.0308105	0.0902979	0.0196142	0.00760085	0.0413483	0.0241935	0.0382711	0.105973	0.01589	0.0185562	0.00619299	0.00983112	0.00631856	0.0508023	0.0200556	0.0149355	0.00787243	0.00550508	0.0104034	0.0203076	0.0166577	0.00403584	0.00568019	0.0140101	0.0181797	0.00507943	0.128816	0.0940764	0.00773379	0.037673	0.00911594	0.00336101	0.012348	0.0302853	0.00210148	0.000521117	0.014912	0.00590383	0.0341901	0.00894521	0.000380733	0.0184639	0.00926542	0.00796943	0.0261435	0.0255843	0.0217148	0.8945452	1.105455	0.0976826	0.321611	0.701934	1.42463	3.10934	10.2372	1.681881	1.235773	0.0521827	0.0571068	0.0155796	0.0197049	0.0237886	0.0697185	0.015144	0.00586858	0.0319248	0.0186797	0.029549	0.0818212	0.0122686	0.0143272	0.00478158	0.00759056	0.00487853	0.0392243	0.0154848	0.0115316	0.00607826	0.00425044	0.00803243	0.0156794	0.0128614	0.00311606	0.00438565	0.0108171	0.0140364	0.0039218	0.0994581	0.072636	0.00597122	0.0290872	0.00703837	0.00259502	0.00953384	0.0233831	0.00162255	0.000402352	0.0115135	0.00455832	0.026398	0.00690656	0.000293962	0.0142559	0.00715379	0.00615316	0.0201853	0.0197535	0.0167659	0.552727	0.447273	1.295177
10260	-2370.004	-2437.522	67.51793	0.270018	0.0908371	0.0279217	0.0889884	0.102474	0.185336	0.0734413	0.0220771	0.107785	0.0573768	0.119603	0.19064	0.0742269	0.0361258	0.0139855	0.0328623	0.0424377	0.149303	0.0659175	0.0371796	0.0489378	0.0384086	0.0145154	0.0371682	0.00759547	0.0050677	0.0048502	0.0487696	0.0615098	0.0437018	0.368012	0.00271274	0.0289631	0.0857493	0.00610809	0.0129651	0.0324976	0.0679191	0.0242711	0.0770175	0.106579	0.010204	0.000911913	0.017233	0.00365137	0.488314	0.150585	0.0201456	0.0253291	0.0491658	0.0404776	0.8831342	1.116866	0.183937	0.437903	0.772888	1.29385	2.28361	5.43664	1.224272	1.264661	0.072627	0.0244325	0.00751012	0.0239353	0.0275625	0.04985	0.0197536	0.0059381	0.028991	0.0154327	0.0321696	0.0512765	0.0199649	0.0097168	0.0037617	0.00883902	0.0114145	0.0401581	0.0177299	0.0100002	0.0131628	0.0103308	0.00390422	0.00999716	0.00204296	0.00136307	0.00130456	0.0131176	0.0165443	0.0117545	0.0989847	0.000729648	0.00779024	0.0230641	0.0016429	0.00348725	0.00874092	0.0182683	0.00652821	0.0207155	0.0286667	0.00274457	0.000245278	0.00463518	0.000982112	0.131342	0.0405031	0.00541857	0.00681278	0.0132242	0.0108873	0.558433	0.441567	3.717873
10296	-2372.152	-2443.601	71.44818	0.0557592	0.0498943	0.0103338	0.014173	0.0363772	0.0626502	0.0420063	0.0063198	0.0238438	0.0126658	0.0426253	0.0730318	0.0148209	0.0049326	0.00938885	0.00488013	0.00543783	0.0284002	0.0183703	0.0123167	0.0139799	0.00196834	0.00979735	0.00893258	0.00325639	0.00778921	0.000622304	0.0107236	0.00821759	0.000189861	0.129329	0.0765038	0.00901221	0.0107532	0.00406462	0.0109986	0.00857807	0.020791	0.00956829	0.0103146	0.0101943	0.0108452	0.0160781	0.00163078	0.0053885	0.00160288	0.0131165	0.00960765	0.0128463	0.00895665	0.0269253	1.024437	0.9755632	0.0944669	0.316403	0.698368	1.43191	3.16052	10.5857	1.706085	0.9522923	0.055714	0.0498539	0.0103254	0.0141616	0.0363477	0.0625995	0.0419722	0.00631468	0.0238245	0.0126556	0.0425907	0.0729726	0.0148089	0.00492861	0.00938125	0.00487618	0.00543343	0.0283772	0.0183554	0.0123067	0.0139686	0.00196674	0.00978941	0.00892534	0.00325375	0.0077829	0.0006218	0.0107149	0.00821094	0.000189707	0.129224	0.0764418	0.00900491	0.0107445	0.00406133	0.0109897	0.00857113	0.0207741	0.00956054	0.0103062	0.0101861	0.0108365	0.0160651	0.00162946	0.00538414	0.00160158	0.0131059	0.00959987	0.0128359	0.0089494	0.0269035	0.487782	0.512218	1.00081
10332	-2366.523	-2436.918	70.39481	0.109629	0.0632134	0.0368286	0.0848073	0.0779102	0.0661588	0.0797357	0.00420058	0.0371507	0.0239196	0.0498995	0.127025	0.0352113	0.0163301	0.0063183	0.0285599	0.0147266	0.0707813	0.0441623	0.0133388	0.0292565	0.00296323	0.00685891	0.0380328	0.024238	0.0159697	0.00167589	0.00732367	0.0240731	0.0131955	0.110575	0.0073516	0.0202987	0.0229036	0.00416074	0.0224106	0.0246511	0.0501839	0.000717256	0.0352474	0.00766364	0.0103333	0.0132833	0.0137493	0.0125492	0.137961	0.0503686	0.0213312	0.0281428	0.0218487	0.0173603	0.8714165	1.128583	0.134268	0.375587	0.736745	1.35732	2.6625	7.44779	1.451862	1.295114	0.0613624	0.0353822	0.0206139	0.0474689	0.0436084	0.0370309	0.0446302	0.00235118	0.0207942	0.0133884	0.0279301	0.0710992	0.0197087	0.00914039	0.00353652	0.0159858	0.00824285	0.0396182	0.0247188	0.00746608	0.0163757	0.0016586	0.00383912	0.021288	0.0135667	0.00893866	0.000938039	0.00409926	0.0134744	0.00738586	0.0618918	0.00411489	0.0113617	0.0128198	0.00232888	0.0125438	0.0137979	0.0280893	0.000401467	0.0197289	0.00428954	0.00578383	0.00743502	0.00769583	0.0070241	0.0772206	0.0281926	0.0119397	0.0157523	0.0122293	0.00971702	0.564292	0.435708	1.786586
